Model,Partno,Specs,Manufacturer,ProductType,Category,CustomerPrice
" Lenovo ThinkVision Pro2820 28"" LED LCD Monitor",60B5RAR6US,"28"" Anti-Glare LED Backlit Display  FHD (1920 x 1080) Native Resolution  Widescreen 16:9 Aspect Ratio  3000:1 Typical Contrast Ratio  6.5ms Response Time, 300 nit Brightness  178",Lenovo,,Category VII - Other,330
" Samsung S34E790C 34"" LED Ultra Wide Curved Monitor",,"34"" Anti-Glare LED Backlit Display   WQHD (3440 x 1440) Native Resolution   Ultra Widescreen 21:9 Aspect Ratio   3000:1 Typical Contrast Ratio   4ms Response Time, 300 nit Brightness   178",Other,,Category VII - Other,793
 Epson WorkForce DS-1660W Scanner,B11B244401,"Flatbed, ADF Scanner  Scan Speed up to 25ppm  Scan Resolution up to 1200 x 1200 dpi   Duplex Scan Capable  Reliability Daily Duty Cycle up to 1,500 Pages  50-Sheet ADF Input Capacity  USB 3.0, Wireless LAN IEEE 802.11a/b/g/n, Wi-Fi Direct  USB Cable Included  2 Years Warranty ",Other,,Category VII - Other,269
 HP ScanJet Pro 4500 fn1 Flatbed Scanner,L2749A,"Flatbed, ADF Scanner   Scan Speed up to 30ppm   Scan Resolution up to 1200 x 1200 dpi   Duplex Scan Capable   Reliability Daily Duty Cycle up to 4,000 Pages   50-Sheet ADF Input Capacity   USB 3.0, Wireless LAN IEEE 802.11n  Gigabit Ethernet 10/100/1000 LAN  USB Cable Included   1 Year Warranty ",HPI,,Category VII - Other,384
 Epson WorkForce DS-530 Scanner,,"Sheetfed ADF Scanner   Scan Speed up to 35ppm   Scan Resolution up to 600 x 600 dpi   Duplex Scan Capable   Reliability Daily Duty Cycle up to 4,000 Pages   50-Sheet ADF Input Capacity   USB 3.0 + USB Cable Included   2 Years Warranty ",Other,,Category VII - Other,525
 HP ScanJet Flow 7000 S3 Sheetfed Scanner,L2757A,"Sheetfed ADF Scanner   Scan Speed up to 75ppm   Scan Resolution up to 600 x 600 dpi   Duplex Scan Capable   Reliability Daily Duty Cycle up to 7,500 Pages   80-Sheet ADF Input Capacity   USB 3.0, Hi-Speed USB 2.0  USB Cable Included   1 Year Warranty ",HPI,,Category VII - Other,735
 Epson WorkForce DS-7500 Flatbed Scanner,B11B205331,"Flatbed, ADF Scanner   Scan Speed up to 40ppm   Scan Resolution up to 1200 x 1200 dpi   Duplex Scan Capable   Scan to Searchable PDF, PC, Cloude  100-Sheet ADF Input Capacity   1x Hi-Speed USB 2.0 + USB Cable Included  2 Years Warranty ",Other,,Category VII - Other,1224
 HP Digital Sender Flow 8500 Fn1 Document Capture Workstation,L2719A,"Flatbed, ADF Scanner   Scan Speed up to 60ppm   Scan Resolution up to 600 x 600 dpi   Duplex Scan Capable   Reliability Daily Duty Cycle up to 5,000 Pages   100-Sheet ADF Input Capacity   1x Hi-Speed USB Host (Rear), 1x Hi-Speed USB Host (Walk-Up),  1x Hardware Integration Pocket (HIP), 1x Hi-Speed USB  Gigabit Ethernet 10/100/1000 LAN  1 Year Warranty ",HPI,,Category VII - Other,1689
 Epson Workforce DS-6000 A3 Scanner,,"Flatbed, ADF Scanner  Scan Speed up to 80ppm  Scan Resolution up to 600 x 600 dpi  Duplex Scan Capable  Scan to Searchable PDF, PC, Cloude  200-Sheet ADF Input Capacity  1x Hi-Speed USB 2.0 + USB Cable Included  2 Years Warranty ",Other,,Category VII - Other,2668
 InFocus IN112x DLP Projector,IN112x,"3200 ANSI Lumens  XGA (800 x 600) Native Resolution  4:3 Aspect Ratio  15,0000:1 Contrast Ratio  1x HDMI, 2x VGA, 1x Composite Video,  1x S-Video, 2x 3.5mm Stereo-In, 1x 3.5mm Stereo Out,  1x VGA Monitor Out, 1x RS232C  2W Integrated Mono Speaker  VGA Cable and IR Remote Included  1 Year Warranty / 6 Months Lamp",Other,,Category VII - Other,328
 InFocus IN3134a DLP Projector,,"4200 ANSI Lumens  XGA (1024 x 768) Native Resolution  4:3 Aspect Ratio  8,000:1 Contrast Ratio  1x HDMI, 2x VGA, 1x RJ45 LAN, 1x Composite Video,  1x S-Video, 1x 3.5mm Audio-In, 1x 3.5mm Audio-Out,  1x RCA Stereo Audio-In, 1x RS232, 1x 12V Screen Controller  10W Integrated Mono Speaker  VGA Cable and IR Remote Included  3 Years Warranty / 6 Months Lamp",Other,,Category VII - Other,783
InFocus Carrying Case for Projector,CA-SOFTVAL-2,NULL,Other,,Category VII - Other,33
InFocus Universal Ceiling Mount Kit,PRJ-MNT-UNIV,NULL,Other,,Category VII - Other,145
 Epson EB-2265U 3LCD Projector,V11H814041,"5500 ANSI Lumens   WUXGA (1920 x 1200) Native Resolution   16:10 Widescreen Aspect Ratio   15,000:1 Contrast Ratio   1x USB 2.0 Type A, 1x USB 2.0 Type B, 1x RJ45 LAN, Composite Video,  2x HDMI-In, 2x VGA-In, 1x VGA-Out, 2x RGB-In  Gigabit Ethernet 10/100/1000 LAN  Wireless 802.11b/g/n + Miracast Connecitivity  300W Lamp with 5,000 Hours Duration / 10,000 Hours ECO Mode  16W Integrated Mono Speaker   VGA Cable and IR Remote Included   3 Years Warranty / 1 Year Lamp",Other,,Category VII - Other,1884
Epson Soft Carry Case,V12H001K68,NULL,Other,,Category VII - Other,33
Epson Ceiling Kit ELPMB23 Ceiling Mount White,V12H003B23,NULL,Other,,Category VII - Other,139
Elite Screens T71NWS1 Tripod Portable Projection Screen,,"71"" Diagonal Bright White Projection Screen",Other,,Category VII - Other,85
Elite Screens T85NWS1 Tripod Portable Projection Screen,T85NWS1,"85"" Diagonal Bright White Projection Screen",Other,,Category VII - Other,104
"USB Cable A-A, 3m",,NULL,Other,,Category VII - Other,3
"HDMI Cable M-M, 2m",,NULL,Other,,Category VII - Other,6
HP Value Topload Case,L3T08AA,"Notebook Carrying Case for 14"" Notebooks ",HPI,,Category VII - Other,14
HP Business Top Load Case,,"Notebook Carrying Case for 15.6"" Notebooks  Additional Compartments for Cell Phone, Business Cards, Tablet  Zipper Pocket, Slide Pocket",HP,,Category VII - Other,17
HP SMB Backpack Carry Case,T0F84AA,"Notebook Carrying Case for 15.6"" Notebooks   Padded Shoulder Straps, Handle",HPI,,Category VII - Other,20
Lenovo Thinkpad Essential Topload Case,4X40E77328,"Notebook Carrying Case for 15.6"" Notebooks ",Other,,Category VII - Other,18
Lenovo ThinkPad Professional Slim Topload Case,4X40E77325,"Notebook Carrying Case for 15.6"" Notebooks",Lenovo,,Category VII - Other,39
Lenovo ThinkPad Essential Backpack,4X40E77329,"Notebook Carrying Case for 15.6"" Notebooks",Lenovo,,Category VII - Other,28
Microsoft Office Standard 2016,,"Electronic Delivery or Pre-Installed on Equipment  Charity Pricing, Registered to Norwegian Refugee Council",Microsoft,,Category I - Software,55
Microsoft Office Pro Plus 2016,,"Electronic Delivery or Pre-Installed on Equipment   Charity Pricing, Registered to Norwegian Refugee Council",Microsoft,,Category I - Software,75
Microsoft Office for Mac,,"Electronic Delivery or Pre-Installed on Equipment   Charity Pricing, Registered to Norwegian Refugee Council",Microsoft,,Category I - Software,55
"Microsoft Windows 10 Pro, 32-Bit / 64-Bit, 1 License",,USB Flash Drive or Pre-Installed on Equipment,Microsoft,,Category I - Software,195
"Microsoft Windows 10 Enterprise Upgrade & Software Assurance, 1 License",,"License Upgrade, Windows 10 Pro License Required to Install  1 Year Subscription  Electronic Delivery or Pre-Installed on Equipment",Microsoft,,Category I - Software,35
Microsoft Office 365 E3,,"Minimum 5-License Order, 1 Year Subscription  Valid Charity Licensing for End Users in Ethiopia, Kenya,   Somalia, South Sudan, Uganda    Note: For all other end users, Microsoft has informed us that this subscription must be purchased directly from Microsoft by NRC to obtain charity / NetHope level pricing. Planson can pre-install licenses provided by NRC on any equipment purchased from us at not additional cost.",Microsoft,,Category I - Software,63
Microsoft Exchange Online Advanced Threat Protection,,"Minimum 5-License Order, 1 Year Subscription  Valid Charity Licensing for End Users in Ethiopia, Kenya,  Somalia, South Sudan, Uganda    Note: For all other end users, Microsoft has informed us that this subscription must be purchased directly from Microsoft by NRC to obtain charity / NetHope level pricing. Planson can pre-install licenses provided by NRC on any equipment purchased from us at not additional cost.",Other,,Category I - Software,15
Microsoft Online Professional,,"Minimum 5-License Order, 1 Year Subscription  Valid Charity Licensing for End Users in Ethiopia, Kenya,  Somalia, South Sudan, Uganda    Note: For all other end users, Microsoft has informed us that this subscription must be purchased directly from Microsoft by NRC to obtain charity / NetHope level pricing. Planson can pre-install licenses provided by NRC on any equipment purchased from us at not additional cost.  ",Other,,Category I - Software,75
Microsoft Project Online Premium,,"Minimum 5-License Order, 1 Year Subscription  Valid Charity Licensing for End Users in Ethiopia, Kenya,  Somalia, South Sudan, Uganda    Note: For all other end users, Microsoft has informed us that this subscription must be purchased directly from Microsoft by NRC to obtain charity / NetHope level pricing. Planson can pre-install licenses provided by NRC on any equipment purchased from us at not additional cost",Other,,Category I - Software,141
Microsoft Visio Pro for Office 365,,"Minimum 5-License Order, 1 Year Subscription  Valid Charity Licensing for End Users in Ethiopia, Kenya,  Somalia, South Sudan, Uganda    Note: For all other end users, Microsoft has informed us that this subscription must be purchased directly from Microsoft by NRC to obtain charity / NetHope level pricing. Planson can pre-install licenses provided by NRC on any equipment purchased from us at not additional cost",Other,,Category I - Software,85
Microsoft Visio Pro 2016,,"Electronic Delivery or Pre-Installed on Equipment  Charity Pricing, Registered to Norwegian Refugee Council",Microsoft,,Category I - Software,85
Microsoft Project Pro 2016,,"Electronic Delivery or Pre-Installed on Equipment  Charity Pricing, Registered to Norwegian Refugee Council",Microsoft,,Category I - Software,145
Microsoft Project Standard 2016,,"Electronic Delivery or Pre-Installed on Equipment  Charity Pricing, Registered to Norwegian Refugee Council",Microsoft,,Category I - Software,95
Adobe Acrobat Pro (DC) Subscription Option,,"Electronic Delivery, VIP Number Required",Adobe,,Category I - Software,180
Adobe Creative Cloud - License,,"12 Months Subscription, License Only",Adobe,,Category I - Software,500
"Kaspersky Antivirus Endpoint Security for Business, 1 Year",,"Minimum 5-License Order, 1 Year Subscription   Electronic Delivery or Pre-Installed on Equipment",Kaspersky,,Category I - Software,33
"Kaspersky Total Security for Business, 1 Year",,"Minimum 10-License Order, 1 Year Subscription   Electronic Delivery or Pre-Installed on Equipment ",Kaspersky,,Category I - Software,54
Symantec Endpoint Protection Standard,,"Minimum 5-License Order, 1 Year Subscription   Electronic Delivery or Pre-Installed on Equipment ",Other,,Category I - Software,28
Symantec Endpoint Protection Suite,,"Minimum 5-License Order, 1 Year Subscription  Electronic Delivery or Pre-Installed on Equipment",Other,,Category I - Software,61
"HP EliteBook 820 G3 12.5"" Notebook",,"Intel Dual-Core i5-6200U (2.3GHz, 2.8GHz Turbo, 3MB Cache)  8GB (1x8GB) 2133MHz DDR4 SDRAM  256GB M2 SATA-3 Three Layer Cell SSD  No Internal Optical Drive   12.5"" HD (1366 x 768) Anti-Glare LED DIsplay  Integrated Intel HD 520 Graphics  Integrated HD 720p Webcam, Microphone, Speakers  Internal QWERTY Keyboard, English + Touchpad Mouse  Gigabit Ethernet 10/100/1000 LAN  Intel Dual-Band Wireless-AC 8260 (2x2) + Bluetooth 4.2LE  1x USB 3.0, 1x USB 3.0 Charging, 1x USB Type C, 1x RJ45, 1x VGA,  1x DisplayPort, 1x Headphone / Microphone Combo Port, 1x Docking  Connector, 1x Media Card Reader, 1x External SIM Expansion Slot  Windows 10 Pro, 64-Bit, English Pre-Installed  45W Smart nPFC AC Adapter + 3-Cell (44WHr) Long Life Battery  3 Years Warranty ",HPI,,Category II - NRC Laptops and Desktops,830
"HP EliteBook 840 G3 14"" Notebook",,"Intel Dual-Core i5-6200U (2.3GHz, 2.8GHz Turbo, 3MB Cache)  8GB (1x8GB) 2133MHz DDR4 SDRAM  256GB M2 SATA-3 Three Layer Cell SSD  No Internal Optical Drive  14"" FHD (1920 x 1080) Anti-Glare LED Display  Integrated Intel HD 520 Graphics  Integrated HD 720p Webcam, Microphone, Speakers  Internal QWERTY Keyboard, English + Touchpad Mouse  Gigabit Ethernet 10/100/1000 LAN  Intel Dual-Band Wireless-AC 8260 (2x2) + Bluetooth 4.2LE   1x USB 3.0, 1x USB 3.0 Charging, 1x USB Type C, 1x RJ45, 1x VGA,   1x DisplayPort, 1x Headphone / Microphone Combo Port, 1x Docking  Connector, 1x Media Card Reader, 1x External SIM Expansion Slot  Windows 10 Pro, 64-Bit, English Pre-Installed  45W Smart nPFC AC Adapter + 3-Cell (46WHr) Long Life Battery  3 Years Warranty ",HPI,,Category II - NRC Laptops and Desktops,841
"HP EliteBook 850 G3 15.6"" Notebook",,"Intel Dual-Core i5-6200U (2.3GHz, 2.8GHz Turbo, 3MB Cache)   8GB (1x8GB) 2133MHz DDR4 SDRAM  256GB M2 SATA-3 Three Layer Cell SSD   No Internal Optical Drive  15.6"" FHD (1920 x 1080) Anti-Glare LED Display  Integrated Intel HD 520 Graphics  Integrated HD 720p Webcam, Microphone, Speakers  Internal QWERTY Keyboard, English + Touchpad Mouse  Gigabit Ethernet 10/100/1000 LAN  Intel Dual-Band Wireless-AC 8260 (2x2) + Bluetooth 4.2LE  1x USB 3.0, 1x USB 3.0 Charging, 1x USB Type-C, 1x RJ45,  1x VGA, 1x DisplayPort, 1x Headphone / Microphone Combo Port,  1x Power Connector, 1x Docking Connector,   1x Media Card Reader, 1x External SIM Expansion Slot  Windows 10 Pro, 64-Bit, English Pre-Installed  65W Smart nPFC AC Adapter  3-Cell (46WHr) Long Life Primary Battery  3 Years Warranty ",HPI,,Category II - NRC Laptops and Desktops,848
"HP X360 1030 G2 13.3"" 2-in-1 Notebook",,"Intel Dual-Core i5-7200U (2.5GHz, 3.1GHz Turbo, 3MB Cache)  8GB (1x8GB) 2133MHz DDR4 SDRAM  256GB M2 SATA SED Opal 2.0 Three Layer Cell SSD  No Internal Optical Drive  13.3"" FHD (1920 x 1080) BrightView LED   UWVA UltraSlim Touchscreen Display  Integrated Intel HD 620 Graphics  Integrated 720p Webcam, Microphone, Speakers  Internal QWERTY Keyboard, English + Clickpad Mouse   Intel Dual-Band Wireless-AC 8265 (2x2) + Bluetooth 4.2  2x USB 3.1 (1x Charging), 1x USB Type C with Thunderbolt,  1x HDMI, 1x Headphone / Microphone Combo Port, 1x AC Power  1x MicroSD Media Card Reader, 1x Micro SIM Expansion Slot  Windows 10 Pro, 64-Bit, English Pre-Installed  65W Smart nPFC AC Adapter  3-Cell (57WHr) Long Life Primary Battery  Wacom AES Pen wAPP Launch Button Included  3 Years Warranty ",HPI,,Category II - NRC Laptops and Desktops,1194
HP Zbook 15 G3 Mobile Workstation,,"Intel Quad-Core i7-6700HQ (2.6GHz, 3.5GHz, 6MB Cache)  16GB (2x8GB) DDR4-2133 RAM  512GB Z Turbo Drive PCIe SSD  No Internal Optical Drive  15.6"" FHD (1920 x 1080) LED Anti-Glare Slim LED Display  NVIDIA Quadro M1000M 2GB GDDR5 Graphics Card  Integrated 720p HD Webcam, Microphone, Speakers  Internal QWERTY Keyboard, English + Touchpad Mouse  Gigabit Ethernet 10/100/1000 LAN  Intel Dual-Band Wireless-AC 8260 (2x2) + Bluetooth 4.2  3x USB 3.0 (1x Charging), 1x RJ45, 1x VGA, 1x HDMI,  2x Thunderbolt 3, 1x Headphone / Microphone Combo Port,   1x Power Connector, 1x SD Card Reader  Windows 10 Pro, 64-Bit, English Pre-Installed  150W Smart PFC Slim AC Adapter  9-Cell (90WHr) Li-Polymer Long Life Battery  3 Years Warranty ",HPI,,Category II - NRC Laptops and Desktops,1649
HP Notebook 3/3/3 Warranty Support Upgrade,,Compatible with All HP Notebooks  Uprades Warranty to 3 Years NBD Onsite,HPI,,Category II - NRC Laptops and Desktops,49
HP ProDesk 600 G2 Small Form Factor Desktop,Y2P34UT,"Intel Dual-Core i5-6500 (3.2GHz, 3.6GHz Turbo, 6MB Cache)  8GB (1x8GB) 2133MHz DDR4 SDRAM  256GB 3D SATA 2.5"" SSD  DVD+/-RW Internal Optical Drive  No Monitor Included  Integrated Intel HD 530 Graphics  HP USB Business Slim Keyboard, QWERTY English  HP USB 3-Button Optical Mouse  Gigabit Ethernet 10/100/1000 LAN  6x USB 3.0, 4x USB 2.0, 1x RJ45, 1x VGA, 2x DisplayPort,  1x Serial, 2x PS/2, 1x Headphone / Microphone Combo Port  Windows 10 Pro, 64-Bit, English Pre-Installed  200W Active PFC Power Supply, up to 92% Efficient   3 Years Standard Onsite Warranty",HPI,,Category II - NRC Laptops and Desktops,660
HP EliteDesk 800 G2 SFF Desktop,,"Intel Quad-Core i5-6600 (3.3GHz, 3.9GHz Turbo, 6MB Cache)  8GB (2x4GB) 2133MHz DDR4 SDRAM  256GB 3D SATA 2.5"" SSD   DVD+/-RW SuperMulti Slim Internal Optical Drive  No Monitor Included  Integrated Intel HD 530 Graphics  HP USB Business Slim Keyboard, QWERTY English  HP USB 3-Button Optical Mouse  Gigabit Ethernet 10/100/1000 LAN  Intel Wireless-AC 7265 + Bluetooth (PCIe)  8x USB 3.0, 2x USB 2.0, 1x RJ45, 1x VGA, 2x DisplayPort,  1x Serial, 2x PS/2, 2x Audio Line-In, 2x Audio Line-Out  Windows 10 Pro, 64-Bit, English Pre-Installed  200W Active PFC Power Supply, up to 92% Efficient  3 Years Standard Onsite Warranty ",HPI,,Category II - NRC Laptops and Desktops,698
"Lenovo ThinkPad X270 12.5"" Notebook",,"Intel Dual-Core i5-7200U (2.5GHz, 3.1GHz Turbo, 3MB Cache)  8GB (1x8GB) 2133MHz DDR4 SDRAM   256GB PCIe-NVMe Opal 2.0 SSD  No Internal Optical Drive   12.5"" HD (1366 x 768) Anti-Glare LED DIsplay   Integrated Intel HD 620 Graphics   Integrated HD 720p Webcam, Microphone, Speakers   Internal QWERTY Keyboard, English + Touchpad Mouse   Gigabit Ethernet 10/100/1000 LAN   Intel Dual-Band Wireless-AC 8265 (2x2) + Bluetooth 4.1  2x USB 3.0, 1x USB Type C, 1x RJ45, 1x HDMI,  1x Audio / Microphone Combo Port, 1x SD Card Reader  Windows 10 Pro, 64-Bit, English Pre-Installed  45W AC Adapter  3-Cell (23.2WHr) Front Lithium-Ion Battery   3-Cell (23.2WHr) Rear Lithium-Ion Battery   3 Years Onsite Warranty",Lenovo,,Category II - NRC Laptops and Desktops,894
"Lenovo ThinkPad T470 14"" Notebook",,"Intel Dual-Core i5-7200U (2.5GHz, 3.1GHz Turbo, 3MB Cache)   8GB (1x8GB) 2133MHz DDR4 SDRAM   256GB PCIe-NVMe Opal 2.0 SSD   No Internal Optical Drive   14"" FHD (1920 x 1080) Anti-Glare LED Display   Integrated Intel HD 620 Graphics   Integrated HD 720p Webcam, Microphone, Speakers   Internal QWERTY Keyboard, English + Touchpad Mouse   Gigabit Ethernet 10/100/1000 LAN   Intel Dual-Band Wireless-AC 8265 (2x2) + Bluetooth 4.1   3x USB 3.0, 1x RJ45, 1x HDMI, 1x Audio / Microphone Combo Port,  1x SD Card Reader, 1x CS13 Docking Connector  Windows 10 Pro, 64-Bit, English Pre-Installed   45W AC Adapter   3-Cell (24WHr) Front Lithium-Ion Battery   3-Cell (24WHr) Rear Lithium-Ion Battery   3 Years Onsite Warranty ",Lenovo,,Category II - NRC Laptops and Desktops,924
"Lenovo ThinkPad T570 15.6"" Notebook",,"Intel Dual-Core i5-7200U (2.5GHz, 3.1GHz Turbo, 3MB Cache)   8GB (1x8GB) 2133MHz DDR4 SDRAM   256GB PCIe-NVMe Opal 2.0 SSD   No Internal Optical Drive   15.6"" FHD (1920 x 1080) Anti-Glare LED Display   Integrated Intel HD 620 Graphics   Integrated HD 720p Webcam, Microphone, Speakers   Internal QWERTY Keyboard, English + Touchpad Mouse   Gigabit Ethernet 10/100/1000 LAN   Intel Dual-Band Wireless-AC 8265 (2x2) + Bluetooth 4.1   3x USB 3.0, 1x RJ45, 1x HDMI, 1x Thunderbolt 3,   1x 3.5mm Combo Audio Jack, 1x CS13 Docking Connector  Windows 10 Pro, 64-Bit, English Pre-Installed   45W AC Adapter   4-Cell (32WHr) Front Lithium-Ion Battery   3-Cell (24WHr) Rear Lithium-Ion Battery   3 Years Onsite Warranty ",Lenovo,,Category II - NRC Laptops and Desktops,951
"Lenovo Yoga 370 13.3"" 2-in-1 Notebook",,"Intel Dual-Core i5-7200U (2.5GHz, 3.1GHz Turbo, 3MB Cache)   8GB (1x8GB) 2133MHz DDR4 SDRAM   256GB PCIe-NVMe Opal 2.0 SSD   No Internal Optical Drive   13.3"" FHD (1920 x 1080) LED Backlit IPS Touchscreen Display  Integrated Intel HD 620 Graphics   Integrated HD 720p Webcam, Microphone, Speakers   Internal QWERTY Keyboard, English + Touchpad Mouse   Intel Dual-Band Wireless-AC 8265 (2x2) + Bluetooth 4.1   2x USB 3.0 (1x Always On), 1x HDMI, 1x Thunderbolt 3,  1x MicroSD Media Card Reader  Windows 10 Pro, 64-Bit, English Pre-Installed   45W AC Adapter   4-Cell (51WHr) Primary Lithium-Ion Battery   ThinkPad Pen Pro Included  3 Years Onsite Warranty ",Lenovo,,Category II - NRC Laptops and Desktops,1194
"Lenovo ThinkPad P50 15.6"" Mobile Workstation",,"Intel Quad-Core i7-6820HQ (2.7GHz, 3.6GHz Turbo, 8MB Cache)  16GB (2x8GB) 2133MHz DDR4 SDRAM   512GB SATA3 Opal 2.0 SSD   No Internal Optical Drive   15.6"" FHD (1920 x 1080) Anti-Glare LED Display   Integrated Intel HD 530 Graphics +  NVIDIA Quadro M1000M 4GB Dedicated Graphics  Integrated HD 720p Webcam, Microphone, Speakers   Internal QWERTY Keyboard, English + Touchpad Mouse   Gigabit Ethernet 10/100/1000 LAN   Intel Dual-Band Wireless-AC 8260 (2x2) + Bluetooth 4.1   4x USB 3.0, 1x RJ45, 1x HDMI, 1x MiniDisplayPort, 1x Thunderbolt 3,  1x Headphone / Microphone Combo Port, 1x Docking Connctor  SDXC Media Card Reader, Smart Card Reader,   34mm ExpressCard Slot, Fingerprint Reader  Windows 10 Pro, 64-Bit, English Pre-Installed   170W AC Adapter   4-Cell (66WHr) Primary Lithium-Ion Battery   3 Years Onsite Warranty ",Lenovo,,Category II - NRC Laptops and Desktops,1749
Lenovo ThinkCentre M800 SFF Desktop,,"Intel Quad-Core i5-6400 (2.7GHz, 3.3Ghz Turbo, 6MB Cache)  8GB (1x8GB) 2133MHz DDR4 SDRAM  256GB Opal 2.0  SATA3 2.5"" SSD  DVD+/-RW Internal Optical Drive   No Monitor Included   Integrated Intel HD 530 Graphics   Lenovo USB Full-Size Keyboard, QWERTY English   Lenovo USB 3-Button Optical Mouse   Gigabit Ethernet 10/100/1000 LAN   6x USB 3.0, 2x USB 2.0, 1x RJ45, 1x VGA, 2x DisplayPort,  1x Serial, 1x 3.5mm Microphone-In, 1x 3.5mm Headphone-In  Windows 10 Pro, 64-Bit, English Pre-Installed   210W Active PFC Power Supply, up to 85% Efficient   3 Years Onsite Warranty ",Lenovo,,Category II - NRC Laptops and Desktops,713
Lenovo ThinkCentre M900 SFF Desktop,,"Intel Quad-Core i5-6400 (2.7GHz, 3.3Ghz Turbo, 6MB Cache)   8GB (1x8GB) 2133MHz DDR4 SDRAM   256GB Opal 2.0 SATA3 2.5"" SSD   DVD+/-RW Internal Optical Drive   No Monitor Included   Integrated Intel HD 530 Graphics   Lenovo USB Full-Size Keyboard, QWERTY English   Lenovo USB 3-Button Optical Mouse   Gigabit Ethernet 10/100/1000 LAN   6x USB 3.0, 1x RJ45, 2x DisplayPort,   1x 3.5mm Microphone-In, 1x 3.5mm Headphone-In,  1x 3.5mm Headphone / Microphone Combo Port  Windows 10 Pro, 64-Bit, English Pre-Installed   210W Active PFC Power Supply, up to 85% Efficient   3 Years Onsite Warranty ",Lenovo,,Category II - NRC Laptops and Desktops,741
 Logitech BCC950 Video Conferencing Camera,,"3MP Effective Resolution  FHD (1920 x 1080) Video Resolution  Auto-Focus, USB 2.0 Interface  78",Other,,Category III - Video Conferencing Equipment,252
 Logitech ConferenceCam Video Conferencing Camera,,"FHD (1920 x 1080) Video Resolution  Auto-Focus, 4x Digital Zoom, USB 2.0 Interface  360",Other,,Category III - Video Conferencing Equipment,469
" BLU Neo Energy Mini 4GB Smartphone, Unlocked",,"4.0"" Touchscreen Display, 800 x 480 Resolution  4GB Storage Capacity + 512MB RAM  2MP Primary Rear Camera + VGA Front Camera  MicroSDXC Memory Card Reader  1x 3.5mm Headphone Jack  802.11 Wifi + Bluetooth 4.0  GSM / 3.5G HSPA+ Capable, Carrier-Unlocked  Dual SIM Dual Standby (DSDS) (1x Mini / 1x Nano)  Android 5.1 Lollipop Operating System  ARM Cortex A7 1.3GHz Quad-Core Processor  3000mAh Removable Lithium-Ion Battery  Charger, Battery Included  1 Year Warranty ",Other,,Category IV -  Phones,55
" BLU Energy X2 8GB Smartphone, Unlocked",,"5.0"" IPS Touchscreen Display, 1280 x 720 Resolution  8GB Storage Capacity + 1GB RAM  8MP Primary Rear Camera + 5MP Front Camera  MicroSD Memory Card Reader  1x MicroUSB 2.0, 1x 3.5mm Headphone Jack  802.11b/g/n  Wifi + Bluetooth 4.0  GSM / 3.5G HSPA+ Capable, Carrier-Unlocked  Dual SIM Dual Standby (DSDS) (1x Micro / 1x Micro )  Android 5.1 Lollipop Operating System  ARM Cortex A7 1.3GHz Quad-Core Processor  4000mAh Internal Lithium-Ion Battery  Charger, Wall Adapter, Battery Included  1 Year Warranty ",Other,,Category IV -  Phones,115
" Huawei Y6II 16GB Smartphone, Unlocked",,"5.0"" IPS Touchscreen Display, 1280 x 720 Resolution  16GB Storage Capacity + 2GB RAM  13MP Primary Rear Camera + 5MP Front Camera  MicroSDXC Memory Card Reader  1x MicroUSB 2.0, 1x 3.5mm Headphone Jack  802.11b/g/n Wifi + Bluetooth 4.0  4G LTE Capable, Carrier-Unlocked  Dual SIM Dual Standby (DSDS) (1x Micro / 1x Micro )  Android 5.1 Lollipop Operating System  MediaTek MTK6735P 1.3GHz Quad-Core Processor  2200mAh Internal Lithium-Ion Battery  Charger, Battery,  USB Cable Headset Included  1 Year Warranty",Other,,Category IV -  Phones,145
" Samsung Galaxy J5 16GB Smartphone, Unlocked",,"5.2"" IPS Touchscreen Display, 1280 x 720 Resolution  16GB Storage Capacity + 2GB RAM  13MP Primary Rear Camera + 5MP Front Camera  MicroSDXC Memory Card Reader  1x MicroUSB 2.0, 1x 3.5mm Headphone Jack  802.11b/g/n Wifi + NFC + Bluetooth 4.1  4G LTE Capable, Carrier-Unlocked  Dual SIM Dual Standby (DSDS) (1x Micro / 1x Micro )  Android 6.0.1 Marshmallow Operating System  ARM Cortex A53 1.2GHz Quad-Core Processor  Samsung Knox Compatible  3100mAh Internal Lithium-Ion Battery  Charger, Battery Included  2 Years Warranty ",Other,,Category IV -  Phones,219
" Samsung Galaxy Note 4 32GB Smartphone, Unlocked",,"5.7"" Super AMOLED Touchscreen Display, 2560 x 1440 Resolution  32GB Storage Capacity + 3GB RAM  16MP Primary Rear Camera + 3.7MP Front Camera  MicroSDXC Memory Card Reader  1x MicroUSB 2.0, 1x 3.5mm Headphone Jack  802.11b/g/n/ac Wifi + NFC + Bluetooth 4.1 LE  4G LTE Capable, Carrier-Unlocked  Single SIM (Micro)  Android 4.4 KitKat Operating System  Krait 450 2.7GHz Quad-Core Processor  Samsung Knox Compatible  3220mAh Removable Lithium-Ion Battery  Charger, Battery, S Pen, USB Cable Included  1 Year Warranty ",Other,,Category IV -  Phones,379
