Model,Partno,Specs,Manufacturer,ProductType,Category,CustomerPrice,Tier1,Tier1Treshold,Tier2,Tier2Treshold
Lenovo Ultraslim Wireless Keyboard & Mouse,,"USB Wireless RF Keyboard - 103 Key (Wi-Fi) 
USB Wireless RF Mouse - Laser - 3 Button - Scroll Wheel - Symmetrical (Wi-Fi)",Lenovo,,Non-Kits,50,48,11,47,26
Lenovo ThinkPad Bluetooth Keyboard & Mouse,,"Full-Size Slim Wireless Keyboard with TrackPoint (Bluetooth) 
Wireless Mouse - Laser - 3 Button - Scroll Wheel - Symmetrical (Bluetooth) ",Lenovo,,Non-Kits,103,101,11,99,26
APC SurgeArrest Essential Surge Protector,PN: PNOTEPROC8-EC,"Voltage and Frequency: 120-240V, 50/60Hz 
1x IEC 320 C8 Input 
Plug Type: IEC 320 C6 
210J Surge Energy Rating, <300V Let Through Voltage Rating 
Protection Wkg LED 
RJ11 Modem / Fax Protection (Two-Wire Line) 
RJ45 10/100Base-T Ethernet Protection 
2x Tel Cables (1.8m), 1x Network Patch Cable (30cm), Cord Management 
Straps, User Manual Included ",Lenovo,,Non-Kits,20,20,11,19,26
Kensington International Travel Adaptor,,"International Socket Adapter 
Slide-Out World Travel Plugs for USA / Japan, Australia / China, UK, and Europe 
2-Pole Adapter, Dual USB Ports 
2.1 AMP, 110V-250VAC 
Plug Release Button ",Lenovo,,Non-Kits,29,28,11,27,26
"Cat6 U/UTP Cat6 Patch Cable, Black, 1m",,,Lenovo,,Non-Kits,3,3,11,3,26
"Cat6 U/UTP Cat6 Patch Cable, Black, 2m",,,Lenovo,,Non-Kits,4,4,11,4,26
"Cat6 U/UTP Cat6 Patch Cable, Black, 3m",,,Lenovo,,Non-Kits,5,5,11,5,26
"Cat6 U/UTP Cat6 Patch Cable, Black, 5m",,,Lenovo,,Non-Kits,6,6,11,6,26
"Cat6 U/UTP Cat6 Patch Cable, Black, 10m",,,Lenovo,,Non-Kits,8,8,11,8,26
SCI-IT04: Advance Field laptop kit (Lenovo X Series),,"Kit ID: SCI-IT04
Intel Dual-Core i7-7600U (Up to 3.90GHz Turbo, 4MB Cache)
4GB DDR4-2133MHz SODIMM
256GB Solid State Drive Opal 2.0 - Capable
No Internal Optical Drive
12.5"" HD (1366 x 768) Anti-Glare LED Backlit Display with WWANN
Integrated Intel HD 620 Graphics
Integrated 720p HD Camera, Microphone, Speakers
Internal Keyboard, English
UltraNav (TrackPoint and TouchPad) with Fingerprint Reader
Gigabit Ethernet, Intel 8265 ac/b/g/n Dual Band (2x2) Wireless + Bluetooth 4.1 vPro
Upgradeable to Integrated Mobile Broadband
3x USB 2.0, 1x RJ45, 1x miniDisplayPort, 1x HDMI, 1x 4-in-1 Card Reader
(SD, MMC, SDHC, SDXC), 1x 3.5mm Microphone / Headphone Combo Port
Windows 10 Pro, 64-Bit, English
Security Chip Enabled
45W AC Adapter
ThinkPad 3-Cell Li-Ion (23.2Whr) Front Battery
ThinkPad 3-Cell Li-Ion (23.2Whr) Rear Battery
Publication - English
3 Year Global Warranty",Lenovo,,Kits,1401,1370,11,1343,26
